city,state,generalized_address,objective_data,objective_analyst,objective_developer,objective_engineer,objective_machine_learning,objective_software,num_skills,has_Python,has_SQL,has_Machine_Learning,has_Data_Analysis,has_Java,is_university,is_college,is_institute,is_school,is_academy,institution_name_word_count,is_bachelor,is_master,is_doctor,is_associate,is_diploma,is_certificate,num_degrees,min_passing_year,max_passing_year,num_passing_years,is_percentage,is_gpa,num_result_types,is_percent,is_grade,is_rank,is_computer_science,is_engineering,is_business,is_management,is_mathematics,is_finance,num_companies,is_tech,is_consulting,is_software,is_marketing,is_retail,is_manufacturing,longest_company_name_length,num_unknown_companies,num_unique_urls,contains_com,contains_org,contains_edu,contains_gov,contains_net,is_invalid_url,start_year,start_month,days_since_start,start_in_future,end_year,end_month,days_until_end,end_in_past,contains_python,contains_java,contains_excel,contains_sql,contains_leadership,contains_data,num_positions,contains_manager,contains_developer,contains_analyst,contains_engineer,contains_consultant,contains_executive,num_locations,contains_remote,contains_usa,contains_india,contains_bangladesh,contains_uk,contains_canada,location_type,responsibilities_word_count,responsibilities_sentence_count,responsibilities_contains_manage,responsibilities_contains_develop,responsibilities_contains_coordinate,responsibilities_contains_lead,responsibilities_contains_analyze,responsibilities_contains_design,num_activity_types,contains_sports,contains_volunteering,contains_arts,contains_music,contains_debate,contains_coding,num_organizations,contains_university,contains_club,contains_society,contains_association,contains_foundation,extra_curricular_organization_links_count,extra_curricular_organization_links_presence,num_roles,is_manager,is_developer,is_engineer,is_analyst,is_designer,is_consultant,num_languages,knows_english,knows_spanish,knows_french,knows_german,knows_hindi,knows_mandarin,num_proficiencies,is_fluent,is_native,is_proficient,is_advanced,is_bilingual,num_common_providers,num_other_providers,num_certification_skills,has_skill_python,has_skill_java,has_skill_excel,has_skill_sql,has_skill_data,has_skill_management,num_links,has_invalid_links,issue_year,issue_month,days_since_issue,expiry_year,expiry_month,days_until_expiry,is_expired,primary_role,is_trainee,is_executive,is_administrator,education_level,is_phd,is_honors,is_mechanical_engineering,is_civil_engineering,min_experience,max_experience,is_less_than_2_years,is_between_2_and_5_years,is_more_than_5_years,min_age,max_age,is_age_specified,num_responsibilities,contains_machine_learning,contains_data_analysis,contains_troubleshooting,contains_quality,num_skills_required,contains_communication,contains_marketing
28,25,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,2012.0037243947859,2014.4264432029795,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2002.0,1.0,8396,0,2014.0,8.0,-3801,1,0,0,0,0,0,0,7,1,0,0,0,1,0,14,0,0,0,0,0,0,1,20,1,1,0,0,0,0,0,6,0,1,0,0,0,0,6,0,0,0,0,0,6,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,2,0,0,0,1,1,2.0,1,0,0,25.0,30.0,1,19,0,0,0,1,4,0,0
28,25,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,1,1987.0,1991.0,2,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1989.0,1.0,13144,0,2024.0,12.0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,4,0,0,0,0,0,0,1,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,4,0,1,0,2,0,0,0,0,3,5.0,0,1,0,23.89185185185185,35.15555555555556,0,8,0,0,1,0,0,0,0
7,5,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,2012.0037243947859,2014.4264432029795,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,2010.3214089157952,4.936708860759493,-1,1,2020.2391149179157,9.328336902212705,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,19,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,2,0,0,0,0,0,5.277631578947369,1,0,0,20.0,35.0,1,8,0,0,0,0,0,0,0
28,25,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,2012.0037243947859,2014.4264432029795,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2006.0,9.0,6692,0,2024.0,12.0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,6,0,0,0,0,0,0,1,28,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,2,0,1,0,0,3,5.277631578947369,0,1,0,25.0,35.0,1,9,0,0,1,0,7,0,0
28,25,1,0,0,0,0,0,0,11,1,1,1,1,0,0,0,0,0,0,6,0,1,0,0,0,0,1,2019.0,2019.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2019.0,7.0,2006,0,2024.0,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,6,0,0,0,3,0,0,0,0,15,5.277631578947369,0,0,1,23.89185185185185,35.15555555555556,0,6,0,0,0,0,3,0,0
28,25,1,0,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2021.0,2021.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2019.0,6.0,2036,0,2021.0,3.0,-1397,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,0,0,0,1,2,0,1,0,0,4,5.0,0,1,0,23.89185185185185,35.15555555555556,0,20,0,0,1,0,3,0,0
28,25,1,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,2006.0,2014.0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2003.0,8.0,7809,0,2013.0,7.0,-4167,1,0,0,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,0,0,0,0,0,1,5.277631578947369,1,0,0,23.89185185185185,35.15555555555556,0,14,0,0,1,0,0,0,0
28,25,1,1,1,0,0,1,0,3,1,0,1,1,0,0,0,1,0,0,6,1,0,0,0,0,0,1,2017.0,2019.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2019.0,5.0,2067,0,2024.0,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,18,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,6,0,0,0,2,0,0,0,0,0,5.277631578947369,1,0,0,18.0,30.0,1,10,0,0,0,0,1,0,0
28,25,1,1,0,0,1,1,0,5,1,1,1,1,1,0,0,0,0,0,4,1,0,0,0,0,0,1,2019.0,2021.0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2019.0,7.0,2006,0,2020.0,4.0,-1731,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,4,0,1,0,2,0,0,0,0,3,5.0,0,1,0,23.89185185185185,35.15555555555556,0,8,0,0,1,0,0,0,0
24,15,0,0,0,0,1,0,1,9,1,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,1,2012.0,2015.0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,2012.0,1.0,4744,0,2020.2391149179157,9.328336902212705,-1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,5,1,0,0,0,0,0,2,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,4,0,1,0,0,0,0,0,0,1,3.0,1,0,0,23.89185185185185,35.15555555555556,0,7,0,0,0,0,1,0,0
28,25,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2020.0,2020.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2019.0,5.0,2067,0,2020.2391149179157,9.328336902212705,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,1,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,7,1,0,0,2,0,0,1,0,0,5.277631578947369,1,0,0,23.89185185185185,35.15555555555556,0,8,0,0,1,0,4,0,0
28,25,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2021.0,2021.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2020.0,4.0,1731,0,2020.0,5.0,-1701,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,0,0,0,0,0,1,5.277631578947369,1,0,0,23.89185185185185,35.15555555555556,0,14,0,0,1,0,0,0,0
3,13,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,2014.0,2014.0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2011.0,1.0,5109,0,2020.2391149179157,9.328336902212705,-1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,20,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,2,0,0,0,0,2,5.277631578947369,0,1,0,25.0,32.0,1,12,0,0,0,0,6,0,0
28,25,1,1,0,0,1,1,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2021.0,2021.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2020.0,5.0,1701,0,2020.0,10.0,-1548,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,1,0,0,0,2,0,0,1,0,5,5.277631578947369,0,1,0,23.89185185185185,35.15555555555556,0,8,0,0,0,0,2,0,0
28,25,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,2018.0,2018.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2018.0,12.0,2218,0,2020.2391149179157,9.328336902212705,-1,1,0,1,0,0,0,0,2,0,1,1,0,1,0,2,0,0,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,2,0,1,0,0,3,5.277631578947369,0,1,0,23.89185185185185,35.15555555555556,0,9,0,0,0,0,8,0,0
28,25,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2012.0037243947859,2014.4264432029795,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2014.0,5.0,3893,0,2024.0,12.0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,1,19,1,0,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,10.0,3375,2018.4583333333333,5.125,-1,1,3,0,0,0,2,0,0,0,0,0,5.277631578947369,1,0,0,20.0,35.0,1,8,0,0,0,0,0,0,0
28,25,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,2020.0,2020.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2019.0,6.0,2036,0,2020.0,1.0,-1822,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,0,0,0,0,1,5,5.277631578947369,0,1,0,23.89185185185185,35.15555555555556,0,11,0,0,0,0,4,0,0
28,25,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2019.0,2019.0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2004.0,7.0,7484,0,2024.0,12.0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,8,0,0,0,0,0,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,0,0,0,0,1,5,5.277631578947369,0,1,0,23.89185185185185,35.15555555555556,0,11,0,0,0,0,4,0,0
28,25,1,1,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,2019.0,2019.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2019.0,1.0,2187,0,2020.0,1.0,-1822,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,6,0,0,0,2,0,1,0,0,1,5.277631578947369,1,0,0,23.89185185185185,35.15555555555556,0,6,0,0,0,0,9,0,1
28,25,1,0,0,1,0,1,1,3,1,1,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,2019.0,2019.0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2019.0,1.0,2187,0,2020.2391149179157,9.328336902212705,-1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,4,0,1,0,2,0,0,0,0,3,5.0,0,1,0,23.89185185185185,35.15555555555556,0,8,0,0,1,0,0,0,0
28,25,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,2006.0,2006.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2001.0,10.0,8488,0,2024.0,12.0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,16,0,0,0,0,0,0,1,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,6,0,0,0,3,0,0,0,0,15,5.277631578947369,0,0,1,23.89185185185185,35.15555555555556,0,6,0,0,0,0,3,0,0
28,25,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,1,1991.0,2010.0,2,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1991.0,1.0,12414,0,2019.0,10.0,-1914,1,0,0,0,0,0,0,6,1,0,0,0,0,0,12,0,0,0,0,0,0,1,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2010.0,1.0,5474,2018.4583333333333,5.125,-1,1,4,0,1,0,2,0,0,0,0,3,5.0,0,1,0,23.89185185185185,35.15555555555556,0,8,0,0,1,0,0,0,0
28,25,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2020.0,2020.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2019.0,11.0,1883,0,2020.0,3.0,-1762,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,2,0,1,0,0,3,5.277631578947369,0,1,0,23.89185185185185,35.15555555555556,0,9,0,0,0,0,8,0,0
28,25,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2020.0,2020.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2019.0,11.0,1883,0,2020.0,3.0,-1762,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,4,0,1,0,3,0,0,0,0,3,5.277631578947369,0,1,0,23.89185185185185,35.15555555555556,0,5,0,0,0,0,6,0,0
28,25,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,0,0,5,0,0,0,0,0,0,1,2021.0,2021.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2020.0,5.0,1701,0,2020.0,12.0,-1487,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,4,0,1,0,0,0,0,0,0,1,3.0,1,0,0,23.89185185185185,35.15555555555556,0,7,0,0,0,0,1,0,0
28,25,1,1,0,0,0,0,0,3,1,1,1,1,0,0,1,0,0,0,7,0,1,0,0,0,0,1,2017.0,2020.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2019.0,2.0,2156,0,2024.0,12.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,6,0,0,0,3,0,0,0,0,15,5.277631578947369,0,0,1,23.89185185185185,35.15555555555556,0,6,0,0,0,0,3,0,0
28,25,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,1,2019.0,2019.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2019.0,8.0,1975,0,2020.0,9.0,-1578,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,2,0,0,1,0,2,5.0,0,1,0,25.0,40.0,1,4,0,0,1,0,2,0,0
28,25,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,2002.0,2002.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2003.0,1.0,8031,0,2024.0,12.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,3,0,0,0,2,0,0,1,0,2,5.0,0,1,0,25.0,40.0,1,4,0,0,1,0,2,0,0
10,21,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2025.0,2025.0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2019.0,8.0,1975,0,2021.0,3.0,-1397,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,60,1,1,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,0,0,0,1,2,0,1,0,0,4,5.0,0,1,0,23.89185185185185,35.15555555555556,0,20,0,0,1,0,3,0,0
28,25,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2018.0,2018.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2015.0,5.0,3528,0,2017.0,8.0,-2705,1,0,0,0,0,0,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,1,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009.3235294117646,3.5686274509803924,-1,2018.4583333333333,5.125,-1,1,4,0,1,0,0,0,0,0,0,1,3.0,1,0,0,23.89185185185185,35.15555555555556,0,7,0,0,0,0,1,0,0
28,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,1,1,1980.0,1983.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1989.0,11.0,12840,0,2014.0,12.0,-3679,1,0,0,0,0,0,0,5,0,0,0,1,0,0,10,0,0,0,0,0,0,1,60,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1981.0,1.0,16066,2018.4583333333333,5.125,-1,1,0,0,0,1,2,0,1,0,0,4,5.0,0,1,0,23.89185185185185,35.15555555555556,0,20,0,0,1,0,3,0,0
